ISBN 13,Amazon Category,Reviews,Rating,Book Name,Author,Publishing Date,Quality,Price,Age Group,1113
9781405277082,Young Series,"1,014",4.7,Fear (Gone) (The Gone Series),Michael Grant,1 May 2015,Paperback,449,Mixed,https://www.bookdepository.com/Fear-Michael-Grant/9781405277082?ref=grid-view&qid=1656932250436&sr=1-3
9780552562799,Young Series,972,4.5,The Amulet Of Samarkand (The Bartimaeus Sequence),Jonathan Stroud,2 September 2010,Paperback,335,Ages: 12 years and up,https://www.bookdepository.com/Amulet-Samarkand-Jonathan-Stroud/9780552562799?ref=grid-view&qid=1656931629308&sr=1-1
9781405266093,Young Series,965,4.8,The Miserable Mill (A Series of Unfortunate Events),Lemony Snicket,3 September 2012,Paperback,310,Ages: 8 - 12 years,https://www.bookdepository.com/Miserable-Mill-Lemony-Snicket/9781405266093?ref=grid-view&qid=1656931852574&sr=1-1
9780545259088,Young Series,948,4.6,Forever (maggie stiefvater),Maggie Stiefvater,1 May 2012,Paperback,339,Mixed,https://www.bookdepository.com/Wolves-Mercy-Falls-Forever-Maggie-Stiefvater/9780545259088?ref=grid-view&qid=1656932064585&sr=1-1
9780545627771,Young Series,941,4.7,GB MOST WANTED SPECIAL EDITION#02 THE 12 SCREAMS OF CHRISTMAS,Not known,1 January 2001,Paperback,185,Mixed,https://www.bookdepository.com/12-Screams-Christmas-Goosebumps-Most-Wanted-Special-Edition-2-R-L-Stine/9780545627771?ref=grid-view&qid=1656932349366&sr=1-1
9781405277075,Young Series,939,4.7,Plague (Gone) (The Gone Series),Michael Grant,1 May 2015,Paperback,397,Mixed,https://www.bookdepository.com/Plague-Michael-Grant/9781405277075?ref=grid-view&qid=1656932250436&sr=1-2
9780545682794,Young Series,913,4.6,Linger (maggie stiefvater) (Shiver),Maggie Stiefvater,1 May 2011,Paperback,345,Ages: 9 - 12 years,https://www.bookdepository.com/Linger-Shiver-Book-2-Maggie-Stiefvater/9780545682794?ref=grid-view&qid=1656932051789&sr=1-1
9781842552117,Young Series,902,4.7,The Other Wind: The Sixth Book of Earthsea,Ursula K. Le Guin,20 March 2003,Paperback,256,Mixed,https://www.bookdepository.com/Other-Wind-Ursula-K-Le-Guin/9781842552117?ref=grid-view&qid=1656932853648&sr=1-1
9781405266116,Young Series,896,4.8,The Austere Academy (A Series of Unfortunate Events),Lemony Snicket,3 September 2012,Paperback,320,Ages: 8 - 12 years,https://www.bookdepository.com/Austere-Academy-Lemony-Snicket/9781405266116?ref=grid-view&qid=1656931955776&sr=1-1
9781841495491,Young Series,885,4.6,The Elfstones Of Shannara: The original Shannara Trilogy: Now a Major TV series,Terry Brooks,5 October 2006,Paperback,546,Mixed,https://www.bookdepository.com/Elfstones-Shannara-Terry-Brooks/9781841495491?ref=grid-view&qid=1656933431041&sr=1-1
9781442459953,Young Series,881,4.6,Tehanu: Volume 4 (Earthsea Cycle),Ursula K. Le Guin,11 September 2012,Paperback,778,Ages: 12 years and up,https://www.bookdepository.com/Tehanu-Ursula-K-Le-Guin/9781442459953?ref=grid-view&qid=1656932764957&sr=1-2
9781841495880,Young Series,875,4.7,The Measure Of The Magic: Legends of Shannara: Book Two,Terry Brooks,2 August 2012,Paperback,628,Mixed,https://www.bookdepository.com/Measure-Magic-Terry-Brooks/9781841495880?ref=grid-view&qid=1656933391153&sr=1-1
9781442419780,Young Series,836,4.5,Extras,Scott Westerfeld,27 September 2012,Paperback,Not known,Mixed,https://www.bookdepository.com/Extras-Scott-Westerfeld/9781442419780?ref=grid-view&qid=1656933370793&sr=1-1
9781405266178,Young Series,829,4.8,The Penultimate Peril (A Series of Unfortunate Events),Lemony Snicket,3 September 2012,Paperback,308,Ages: 8 - 12 years,https://www.bookdepository.com/Penultimate-Peril-Lemony-Snicket/9781405266178?ref=grid-view&qid=1656931920349&sr=1-1
9781405266123,Young Series,780,4.8,The Ersatz Elevator (A Series of Unfortunate Events),Lemony Snicket,3 September 2012,Paperback,280,Ages: 8 - 12 years,https://www.bookdepository.com/Ersatz-Elevator-Lemony-Snicket/9781405266123?ref=grid-view&qid=1656931901912&sr=1-1
9781405266161,Young Series,775,4.8,The Grim Grotto (A Series of Unfortunate Events),Lemony Snicket,3 September 2012,Paperback,279,Ages: 8 - 12 years,https://www.bookdepository.com/Grim-Grotto-Lemony-Snicket/9781405266161?ref=grid-view&qid=1656931836842&sr=1-1
9781442497108,Young Series,772,4.8,Death Weavers (Volume 4) (Five Kingdoms),Brandon Mull,15 March 2016,Hardcover,246,Ages: 8 - 12 years,https://www.bookdepository.com/Death-Weavers-Brandon-Mull/9781442497108?ref=grid-view&qid=1656929418903&sr=1-1
9780141370538,Young Series,749,4.7,Earthsea: The First Four Books,Not known,24 June 1993,Paperback,Not known,Ages: 9 - 11 years,https://www.bookdepository.com/Earthsea-First-Four-Books-Ursula-Le-Guin/9780141370538?ref=grid-view&qid=1656932754856&sr=1-1
9781841495859,Young Series,743,4.6,Bearers Of The Black Staff: Legends of Shannara: Book One,Terry Brooks,7 July 2011,Paperback,570,Mixed,https://www.bookdepository.com/Bearers-Black-Staff-Terry-Brooks/9781841495859?ref=grid-view&qid=1656933375664&sr=1-1
9780547773704,Young Series,723,4.6,Tales from Earthsea: 05 (The Earthsea Cycle),Ursula K Le Guin,11 September 2012,Paperback,206,Mixed,https://www.bookdepository.com/Tales-from-Earthsea-Ursula-K-Le-Guin/9780547773704?ref=grid-view&qid=1656932876784&sr=1-2
9780590685290,Young Series,718,4.7,The Haunted Car (Goosebumps Series 2000 - 21),R.L. Stine,1 September 1999,Paperback,215,Mixed,https://www.bookdepository.com/Haunted-Car-R-L-Stine/9780590685290?ref=grid-view&qid=1656933006974&sr=1-1
9781405266109,Young Series,699,4.7,The Vile Village (A Series of Unfortunate Events),Lemony Snicket,3 September 2012,Paperback,312,Ages: 8 - 12 years,https://www.bookdepository.com/Vile-Village-Lemony-Snicket/9781405266109?ref=grid-view&qid=1656931911436&sr=1-1
9781405266154,Young Series,697,4.8,The Slippery Slope (A Series of Unfortunate Events),Lemony Snicket,3 September 2012,Paperback,350,Ages: 8 - 12 years,https://www.bookdepository.com/Slippery-Slope-Lemony-Snicket/9781405266154?ref=grid-view&qid=1656931933278&sr=1-1
9780141350868,Young Series,657,4.3,Half Bad,Sally Green,29 March 2014,Paperback,359,Ages: 12 years and up,https://www.bookdepository.com/Half-Bad-Sally-Green/9780141350868?ref=grid-view&qid=1656933306453&sr=1-1
9780552562805,Young Series,651,4.7,Ptolemy's Gate (The Bartimaeus Sequence),Jonathan Stroud,28 October 2010,Paperback,360,Ages: 12 years and up,https://www.bookdepository.com/Ptolemys-Gate-Jonathan-Stroud/9780552562805?ref=grid-view&qid=1656931641921&sr=1-1
9781841495507,Young Series,618,4.6,The Wishsong Of Shannara: The original Shannara Trilogy,Terry Brooks,5 October 2006,Paperback,346,Mixed,https://www.bookdepository.com/Wishsong-Shannara-Terry-Brooks/9781841495507?ref=grid-view&qid=1656933438952&sr=1-1
9781442497047,Young Series,614,4.8,Five Kingdoms: Rogue Knight,Brandon Mull,1 January 2015,Paperback,306,Mixed,https://www.bookdepository.com/Rogue-Knight-Brandon-Mull/9781442497047?ref=grid-view&qid=1656929418903&sr=1-7
9780545158862,Young Series,611,4.7,The Werewolf of the Fever Swamp (Goosebumps),R.L. Stine,1 December 1993,Paperback,191,Mixed,https://www.bookdepository.com/Werewolf-Fever-Swamp-Goosebumps-R-L-Stine/9780545158862?ref=grid-view&qid=1656932917525&sr=1-1
9781442497078,Young Series,609,4.8,Five Kingdoms: Crystal Keepers,Brandon Mull,25 May 2015,Paperback,306,Ages: 11 years and up,https://www.bookdepository.com/Crystal-Keepers-Brandon-Mull/9781442497078?ref=grid-view&qid=1656929418903&sr=1-4
9781405266147,Young Series,598,4.8,The Carnivorous Carnival (A Series of Unfortunate Events),Lemony Snicket,3 September 2012,Paperback,280,Ages: 8 - 12 years,https://www.bookdepository.com/Carnivorous-Carnival-Lemony-Snicket/9781405266147?ref=grid-view&qid=1656931892815&sr=1-1
9781405266130,Young Series,596,4.8,The Hostile Hospital (A Series of Unfortunate Events),Lemony Snicket,3 September 2012,Paperback,323,Ages: 8 - 12 years,https://www.bookdepository.com/Hostile-Hospital-Lemony-Snicket/9781405266130?ref=grid-view&qid=1656931943012&sr=1-1
9780552562812,Young Series,591,4.7,The Golem's Eye (The Bartimaeus Sequence),Jonathan Stroud,28 October 2010,Paperback,269,Ages: 12 years and up,https://www.bookdepository.com/Golems-Eye-Jonathan-Stroud/9780552562812?ref=grid-view&qid=1656931655404&sr=1-1
9781841494807,Young Series,586,4.6,Armageddon's Children: Book One of the Genesis of Shannara,Terry Brooks,5 July 2007,Paperback,421,Mixed,https://www.bookdepository.com/Armageddons-Children-Terry-Brooks/9781841494807?ref=grid-view&qid=1656933185888&sr=1-1
9780552562942,Young Series,569,4.7,The Ring of Solomon,Hardcover,1 August 2011,Paperback,246,Mixed,https://www.bookdepository.com/Ring-Solomon-Jonathan-Stroud/9780552562942?ref=grid-view&qid=1656931358191&sr=1-1
9781841495477,Young Series,566,4.7,The First King Of Shannara (Heritage of Shannara),Terry Brooks,5 October 2006,Paperback,480,Mixed,https://www.bookdepository.com/First-King-Shannara-Terry-Brooks/9781841495477?ref=grid-view&qid=1656933201236&sr=1-1
9780545298384,Young Series,548,4.6,Stay Out of the Basement (Goosebumps - 2),R.L. Stine,1 July 1992,Paperback,191,Mixed,https://www.bookdepository.com/Stay-out-Basement-Goosebumps-22-R-L-Stine/9780545298384?ref=grid-view&qid=1656932907548&sr=1-1
9780545627740,Young Series,545,4.7,Goosebumps Most Wanted #7 A Nightmare On Clown Street,R.L. Stine,14 May 2015,Paperback,210,Mixed,https://www.bookdepository.com/Nightmare-on-Clown-Street-Goosebumps-Most-Wanted-R-L-Stine/9780545627740?ref=grid-view&qid=1656932983880&sr=1-1
9781841495552,Young Series,519,4.6,Magic Kingdom For Sale/Sold: Magic Kingdom of Landover Series: Book 01,Terry Brooks,14 May 2007,Paperback,351,Mixed,https://www.bookdepository.com/Magic-Kingdom-For-Sale-Sold-Terry-Brooks/9781841495552?ref=grid-view&qid=1656933442660&sr=1-1
9781841495767,Young Series,510,4.7,"The Elves Of Cintra: Genesis of Shannara, book 2",Terry Brooks,3 July 2008,Paperback,490,Mixed,https://www.bookdepository.com/Elves-Cintra-Terry-Brooks/9781841495767?ref=grid-view&qid=1656933364136&sr=1-1
9780545417990,Young Series,491,4.6,Son of Slappy: 2 (GB Most Wanted - 2),R.L. Stine,1 January 2013,Paperback,200,Mixed,https://www.bookdepository.com/Goosebumps-Most-Wanted-2-Son-of-Slappy-RL-Stine/9780545417990
9780545627764,Young Series,476,4.5,Goosebumps Most Wanted Special Edition #1: Zombie Halloween,Not known,1 January 2001,Paperback,191,Ages: 8 - 12 years,https://www.bookdepository.com/Zombie-Halloween-Goosebumps-Most-Wanted-Special-Edition-RL-Stine/9780545627764
9780345458537,Young Series,463,4.6,A Princess Of Landover,Terry Brooks,1 July 2010,Paperback,311,Mixed,https://www.bookdepository.com/Princess-Landover-Terry-Brooks/9780345458537?ref=grid-view&qid=1656933133117&sr=1-1
9780439774758,Young Series,427,4.6,The Haunted School (Goosebumps),R.L. Stine,1 October 2005,Paperback,191,Mixed,https://www.bookdepository.com/Goosebumps-Haunted-School-R-L-Stine/9780439774758?ref=grid-view&qid=1656932860455&sr=1-1
9780141333663,Young Series,423,4.4,Across the Universe,Beth Revis,3 March 2011,Paperback,318,Mixed,https://www.bookdepository.com/Across-Universe-Beth-Revis/9780141333663?ref=grid-view&qid=1656929241915&sr=1-1
9780552566797,Young Series,423,4.6,Lockwood & Co: Book 1,Jonathan Stroud,29 August 2013,Paperback,267,Mixed,https://www.bookdepository.com/Lockwood-Co-Screaming-Staircase-Jonathan-Stroud/9780552566797?ref=grid-view&qid=1656931677280&sr=1-1
9781760159955,Young Series,423,4.7,Monster Blood (Goosebumps - 3),R.L. Stine,1 September 1992,Paperback,219,Mixed,https://www.bookdepository.com/Monster-Blood-Goosebumps-3-R-L-Stine/9781760159955?ref=grid-view&qid=1656932929431&sr=1-1
9780439918763,Young Series,417,4.5,Say Cheese And Die (Goosebumps #04) (Goosebumps - 4),R.L. Stine,1 November 1992,Paperback,191,Mixed,https://www.bookdepository.com/Say-Cheese-Die-Screaming-Goosebumps-Horrorland-8-R-L-Stine/9780439918763?ref=grid-view&qid=1656932994593&sr=1-1
9781841495514,Young Series,412,4.6,"The Scions Of Shannara: The Heritage of Shannara, book 1",Terry Brooks,5 October 2006,Paperback,315,Mixed,https://www.bookdepository.com/Scions-Shannara-Terry-Brooks/9781841495514?ref=grid-view&qid=1656933407539&sr=1-1
9780141350905,Young Series,405,4.6,Half Lost (Half Bad),Sally Green,23 May 2016,Paperback,376,Ages: 12 years and up,https://www.bookdepository.com/Half-Lost-Sally-Green/9780141350905?ref=grid-view&qid=1656933328660&sr=1-1
9780805080490,Young Series,405,4.7,"The Black Cauldron: 2 (The Chronicles of Prydain, 2)",Lloyd Alexander,16 May 2006,Paperback,450,Ages: 8 - 12 years,https://www.bookdepository.com/Black-Cauldron-Lloyd-Alexander/9780805080490?ref=grid-view&qid=1656932013738&sr=1-2
9781841495521,Young Series,388,4.6,"The Druid Of Shannara: The Heritage of Shannara, book 2",Terry Brooks,5 October 2006,Paperback,275,Mixed,https://www.bookdepository.com/Druid-Shannara-Terry-Brooks/9781841495521?ref=grid-view&qid=1656933421578&sr=1-1
9780141350882,Young Series,377,4.6,Half Wild (Half Bad),Sally Green,9 April 2015,Paperback,354,Mixed,https://www.bookdepository.com/Half-Wild-Sally-Green/9780141350882?ref=grid-view&qid=1656933318636&sr=1-1
9781841495538,Young Series,372,4.7,"The Elf Queen Of Shannara: The Heritage of Shannara, book 3",Terry Brooks,5 October 2006,Paperback,725,Mixed,https://www.bookdepository.com/Elf-Queen-Shannara-Terry-Brooks/9781841495538?ref=grid-view&qid=1656933216334&sr=1-1
9780545178037,Young Series,368,4.5,Ghost Beach (Goosebumps - 22),R.L. Stine,1 September 2003,Paperback,191,Mixed,https://www.bookdepository.com/Goosebumps-Classics-15-Ghost-Beach-R-L-Stine/9780545178037?ref=grid-view&qid=1656932896475&sr=1-1
9780545035224,Young Series,361,4.5,One Day at Horrorland (Goosebumps - 16),R.L. Stine,1 August 1995,Paperback,240,Mixed,https://www.bookdepository.com/Goosebumps-Classic-5-One-Day-at-HorrorLand-R-L-Stine/9780545035224?ref=grid-view&qid=1656932883916&sr=1-1
9781841495545,Young Series,355,4.7,"The Talismans Of Shannara: The Heritage of Shannara, book 4",Terry Brooks,5 October 2006,Paperback,441,Mixed,https://www.bookdepository.com/Talismans-Shannara-Terry-Brooks/9781841495545?ref=grid-view&qid=1656933228306&sr=1-1
9781595146151,Young Series,336,4.6,Shades of Earth (Across the Universe),Beth Revis,2 May 2013,Paperback,275,Ages: 12 years and up,https://www.bookdepository.com/Shades-Earth-Beth-Revis/9781595146151?ref=grid-view&qid=1656929241915&sr=1-3
9780439724043,Young Series,333,4.5,The Curse of Camp Old Lake (Goosebumps),R.L. Stine,1 June 1997,Paperback,191,Mixed,https://www.bookdepository.com/Curse-Camp-Cold-Lake-R-L-Stine/9780439724043?ref=grid-view&qid=1656932872214&sr=1-1
9780552568050,Young Series,307,4.7,Lockwood and Co: The Whispering Skull: Book 2 (Lockwood & Co.),Jonathan Stroud,24 March 2015,Paperback,246,Ages: 9 - 11 years,https://www.bookdepository.com/Lockwood-Co-Whispering-Skull-Jonathan-Stroud/9780552568050?ref=grid-view&qid=1656931666755&sr=1-1
9781841495583,Young Series,296,4.6,"The Black Unicorn: The Magic Kingdom of Landover, vol 2",Terry Brooks,14 May 2007,Paperback,351,Mixed,https://www.bookdepository.com/Black-Unicorn-Terry-Brooks/9781841495583?ref=grid-view&qid=1656933256068&sr=1-1
9780345499110,Young Series,269,4.7,Tanequil: 2 (HIGH DRUID OF SHANNARA),Terry Brooks,3 May 2005,Paperback,344,Mixed,https://www.bookdepository.com/High-Druid-Shannara-Tanequil-Terry-Brooks/9780345499110?ref=grid-view&qid=1656933173314&sr=1-1
9780545289320,Young Series,258,4.5,Why I Quit Zombie School: Volume 4 (GB Hall of Horrors - 4),R.L. Stine,1 October 2011,Paperback,210,Ages: 8 - 12 years,https://www.bookdepository.com/Why-I-Quit-Zombie-School-Goosebumps-Hall-Horrors-R-L-Stine/9780545289320?ref=grid-view&qid=1656932953329&sr=1-1
9781841495590,Young Series,253,4.6,Wizard At Large: Magic Kingdom of Landover Series: Book 03,Terry Brooks,14 May 2007,Paperback,351,Mixed,https://www.bookdepository.com/Wizard-At-Large-Terry-Brooks/9781841495590
9781841495569,Young Series,248,4.7,"The Tangle Box: The Magic Kingdom of Landover, vol 4",Terry Brooks,14 May 2007,Paperback,441,Mixed,https://www.bookdepository.com/Tangle-Box-Terry-Brooks/9781841495569?ref=grid-view&qid=1656933243094&sr=1-1
9780545035231,Young Series,219,4.6,The Curse of the Mummy's Tomb (Goosebumps),R.L. Stine,1 January 1993,Paperback,191,Mixed,https://www.bookdepository.com/Goosebumps-Classics-6-Curse-Mummys-Tomb-R-L-Stine/9780545035231?ref=grid-view&qid=1656932975234&sr=1-1
9781841495576,Young Series,210,4.7,"Witches' Brew: The Magic Kingdom of Landover, vol 5",Terry Brooks,4 February 2010,Kindle Edition,490,Mixed,https://www.bookdepository.com/Witches-Brew-Terry-Brooks/9781841495576?ref=grid-view&qid=1656933084488&sr=1-1
9780439918794,Young Series,182,4.6,Escape from Horrorland: Volume 11 (Goosebumps Horrorland),R.L. Stine,1 June 2009,Paperback,191,Mixed,https://www.bookdepository.com/Escape-from-Horrorland-Goosebumps-Horrorland-11-R-L-Stine/9780439918794?ref=grid-view&qid=1656932964642&sr=1-1
9780545291583,Young Series,168,4.8,The Capture (Animorphs),K.A. Applegate,1 February 1997,Paperback,463,Mixed,https://www.bookdepository.com/Animorphs-6-Capture-K-Applegate/9780545291583?ref=grid-view&qid=1656931717077&sr=1-1
9780545603683,Young Series,160,4.5,The Hunger Games #2: Catching Fire Movie-Tie-in-Edition,Not known,10 November 2014,Paperback,291,Ages: 9 years and up,https://www.bookdepository.com/HUNGER-GAMES-CATCHING-FIRE-MOVIE-TIE-EDITION-PAPERBACK-COLLINS-SUZANNE/9780545603683?ref=grid-view&qid=1656932319266&sr=1-2
9781841495798,Young Series,155,4.7,The Gypsy Morph: Genesis of Shannara Book Three,Terry Brooks,2 July 2009,Paperback,557,Mixed,https://www.bookdepository.com/Gypsy-Morph-Terry-Brooks/9781841495798?ref=grid-view&qid=1656933119716&sr=1-1
9780785789642,Young Series,147,4.7,Night in Werewolf Woods (Give Yourself Goosebumps - 5),R.L. Stine,1 April 1996,Paperback,191,Mixed,https://www.bookdepository.com/Night-Werewolf-Woods-L-R-Stine/9780785789642?ref=grid-view&qid=1656933127854&sr=1-1
9780439724036,Young Series,134,4.3,The Beast From the East (Goosebumps - 43),R.L. Stine,1 May 1996,Paperback,191,Mixed,https://www.bookdepository.com/Goosebumps-43-Beast-from-East-R-L-Stine/9780439724036?ref=grid-view&qid=1656932849129&sr=1-1
9780439857826,Young Series,133,4.6,Scary Summer: Volume 3 (Goosebumps Graphix - 3),Not known,1 July 2007,Paperback,290,Mixed,https://www.bookdepository.com/Goosebumps-Graphix-3-Scary-Summer-RL-Stine-Ted-Naifeh/9780439857826
9780439918749,Young Series,122,4.3,Whos Your Mummy?: 6 (Goosebumps Horrorland - 6),R.L. Stine,1 January 2009,Paperback,191,Mixed,https://www.bookdepository.com/Whos-Your-Mummy-Goosebumps-Horrorland-R-L-Stine/9780439918749?ref=grid-view&qid=1656932938556&sr=1-1
9780590566452,Young Series,122,4.6,"Tick Tock, Youre Dead! (Give Yourself Goosebumps - 2)",R.L. Stine,1 November 1995,Paperback,171,Mixed,https://www.bookdepository.com/Tick-Tock-YouRE-Dead-R-L-Stine/9780590566452?ref=grid-view&qid=1656933044776&sr=1-1
9781407157320,Young Series,113,4.5,Night of the Living Dummy - II (Goosebumps - 31),R.L. Stine,1 August 1995,Paperback,215,Mixed,https://www.bookdepository.com/Night-Living-Dummy-2-R-L-Stine/9781407157320?ref=grid-view&qid=1656933016461&sr=1-2
9781481410496,Young Series,83,4.4,The Secret Path (Volume 1) (Spooksville),Christopher Pike,5 August 2014,Paperback,153,Ages: 8 - 12 years,https://www.bookdepository.com/Secret-Path-Christopher-Pike/9781481410496?ref=grid-view&qid=1656931153819&sr=1-1
9780785774969,Young Series,72,4.7,Trapped in Bat Wing Hall: 3 (Give Yourself Goosebumps),R.L. Stine,1 December 1995,Paperback,191,Mixed,https://www.bookdepository.com/Trapped-Bat-Wing-Hall-L-R-Stine/9780785774969?ref=grid-view&qid=1656933088871&sr=1-1
9781481410526,Young Series,56,4.7,The Howling Ghost (Volume 2) (Spooksville),Christopher Pike,5 August 2014,Paperback,269,Ages: 8 - 12 years,https://www.bookdepository.com/Howling-Ghost-Christopher-Pike/9781481410526?ref=grid-view&qid=1656931168443&sr=1-1
9782013062107,Young Series,54,4,Calcul de la resistance des poutres en tole employees dans la construction des ponts et viaducs (Ed.1859): Et Applications Numériques de Ce Calcul À Divers Exemples de Ponts Pour Chemins de Fer,R L Stine,21 June 2013,Paperback,"2,400",Mixed,https://www.bookdepository.com/Calcul-de-la-Resistance-Des-Poutres-En-Tole-Employees-Dans-La-Construction-Des-Ponts-Et-Viaducs-J-B-Godillot/9782013062107
9780590399906,Young Series,46,4.6,Bride of the Living Dummy (Goosebumps Series 2000 - 2),R.L. Stine,1 February 1998,Paperback,210,Mixed,https://www.bookdepository.com/Bride-Living-Dummy-R-L-Stine/9780590399906?ref=grid-view&qid=1656933062300&sr=1-1
9781481410588,Young Series,43,4.6,"SPOOKSVILLE: ALIENS IN THE SKY, CHRISTOPHER PIKE",Christopher Pike,7 October 2014,Paperback,248,Mixed,https://www.bookdepository.com/Aliens-Sky-Christopher-Pike/9781481410588?ref=grid-view&qid=1656931186385&sr=1-1
9781405266062,Young Series,41,4.5,The Bad Beginning,Lemony Snicket,25 February 2016,Paperback,385,Ages: 8 - 12 years,https://www.bookdepository.com/Bad-Beginning-Lemony-Snicket/9781405266062?ref=grid-view&qid=1656931980998&sr=1-1
9781442497016,Young Series,41,4.5,Five Kingdoms: Sky Raiders,Brandon Mull,1 June 2014,Paperback,389,Mixed,https://www.bookdepository.com/Sky-Raiders-Brandon-Mull/9781442497016?ref=grid-view&qid=1656929418903&sr=1-2
9781481410618,Young Series,37,4.8,The Cold People (Volume 5) (Spooksville),Christopher Pike,3 February 2015,Paperback,199,Ages: 8 - 12 years,https://www.bookdepository.com/Spooksville-5-Cold-People-Christopher-Pike/9781481410618?ref=grid-view&qid=1656931116715&sr=1-1
9780385738767,Young Series,36,4.5,"The Scorch Trials: book 2 in the multi-million bestselling Maze Runner series, now a major movie",Not known,5 June 2014,Paperback,199,Ages: 12 years and up,https://www.bookdepository.com/Scorch-Trials-Maze-Runner-Book-Two-James-Dashner/9780385738767?ref=grid-view&qid=1656932365252&sr=1-1
9781760273101,Young Series,31,4.6,You Can't Scare Me (Goosebumps),R.L. Stine,1 August 1995,Paperback,215,Ages: 5 - 8 years,https://www.bookdepository.com/You-Cant-Scare-Me-Goosebumps-R-L-Stine/9781760273101?ref=grid-view&qid=1656933138446&sr=1-1
9781481410717,Young Series,29,4.7,The Witch's Revenge: No. 6 (Spooksville S.),Christopher Pike,11 March 1998,Paperback,172,Mixed,https://www.bookdepository.com/Witchs-Revenge-6-Christopher-Pike/9781481410717?ref=grid-view&qid=1656931206708&sr=1-1
9781444723007,Young Series,27,4.3,"Requiem (Delirium Trilogy, 3)",Not known,29 October 2013,Paperback,323,Mixed,https://www.bookdepository.com/Requiem-Delirium-Trilogy-3-Lauren-Oliver/9781444723007?ref=grid-view&qid=1656932384120&sr=1-1
9780345435767,Young Series,25,4.9,Jarka Ruus: High Druid Of Shannara: 1,Terry Brooks,5 April 2004,Paperback,Not known,Mixed,https://www.bookdepository.com/High-Druid-Shannara-Jarka-Ruus-Terry-Brooks/9780345435767?ref=grid-view&qid=1656933102505&sr=1-1
9780590685238,Young Series,22,4.4,Return to Ghost Camp (Goosebumps Series 2000 - 19),R.L. Stine,1 July 1999,Paperback,212,Mixed,https://www.bookdepository.com/Return-Ghost-Camp-R-L-Stine/9780590685238
9780439998529,Young Series,17,4.6,"GOOSEBUMPS 28 NIGHT OF A THOUSAND CLAWS, R L STINE",R.L. Stine,1 June 1998,Paperback,207,Ages: 7 - 8 years,https://www.bookdepository.com/Night-Thousand-Claws-R-L-Stine/9780439998529?ref=grid-view&qid=1656933107401&sr=1-3
9781904233428,Young Series,9,4.5,The Sword of Shannara: The Secret of the Sword: 3,Terry Brooks,26 June 2008,Library Binding,Not known,Mixed,https://www.bookdepository.com/Secret-Sword-Terry-Brooks/9781904233428?ref=grid-view&qid=1656933064864&sr=1-1
9781484033913,Young Series,3,5,The Library Breathes at Midnight: Matt Franklin Must Face Things Not from This World. He's Forced to Confront Some of His Biggest Fears. But This ... Bigger Then He Expected.: Volume 1 (Creeps),Josette Valentino,24 April 2013,Paperback,393,Mixed,https://www.bookdepository.com/The-Library-Breathes-at-Midnight-Josette-Valentino/9781484033913
9788184779820,Young Series,3,5,GB Horrorland - Dhaba Hua Dar (Goosebumps Horrorland),Not known,1 January 2001,Paperback,149,Mixed,https://www.bookdepository.com/Goosebumps-Horrorland-Dhaba-Hua-Dar-Hindi-R-L-Stine/9788184779820
9780241003008,Zero - Two,"24,135",4.7,The Very Hungry Caterpillar,Eric Carle,14 October 2000,Board book,297,Ages: 0 - 2 years,https://www.bookdepository.com/Very-Hungry-Caterpillar-Eric-Carle/9780241003008?ref=grid-view&qid=1656911208849&sr=1-1
9780147515872,Zero - Two,"12,569",4.3,Alice's Adventures in the Wonderland,Lewis Carroll,29 October 2011,Paperback,81,Ages: 7 years and up,https://www.bookdepository.com/Alices-Adventures-Wonderland-Lewis-Carroll/9780147515872?ref=grid-view&qid=1656911762319&sr=1-7
9780756634681,Zero - Two,"9,790",4.7,Baby Touch and Feel: Animals,Not known,21 January 2008,Board book,Not known,Ages: 1 - 2 years,https://www.bookdepository.com/Baby-Touch-Feel-Animals-DK/9780756634681?ref=grid-view&qid=1656911933186&sr=1-2
9781523504671,Zero - Two,"5,638",4.8,"Indestructibles: Hello, Farm!: Chew Proof - Rip Proof - Nontoxic - 100% Washable (Book for Babies, Newborn Books, Safe to Chew)",Not known,18 September 2018,Paperback,407,Ages: 0 - 2 years,https://www.bookdepository.com/Indestructibles-Hello-Farm-Amy-Pixton/9781523504671?ref=grid-view&qid=1656912973194&sr=1-1
9781523502073,Zero - Two,"4,538",4.8,"Indestructibles: Baby, Let's Eat!: Chew Proof - Rip Proof - Nontoxic - 100% Washable (Book For Babies, Newborn Books, Safe To Chew)",Stephan Lomp,3 April 2018,Paperback,458,Age 0 - 2,https://www.bookdepository.com/Indestructibles-Baby-Lets-Eat-Stephan-Lomp/9781523502073?ref=grid-view&qid=1656913624905&sr=1-1
9780756643003,Zero - Two,"4,534",4.6,Baby Touch and Feel: Colors and Shapes,Not known,19 January 2009,Board book,Not known,Ages: 0 - 2 years,https://www.bookdepository.com/Baby-Touch-Feel-Colors-Shapes-DK/9780756643003?ref=grid-view&qid=1656913642181&sr=1-2
9780764152313,Zero - Two,"4,451",4.6,Potty Book for Girls: Potty Training Book for Toddlers (Hannah & Henry),Alyssa Satin Capucilli,26 January 2007,Hardcover,Not known,Ages: 1 - 2 years,https://www.bookdepository.com/Potty-Book-for-Girls-Alyssa-Satin-Capucilli/9780764152313?ref=grid-view&qid=1656913696347&sr=1-1
