isbn,Series,Descrption
9781637312704,Teacher and Therapist Toolbox: I Choose,"In this rhyming story, we learn about developing empathy. Through colorful illustrations and rhythmic rhymes, your child will see what compassion looks like and how to emulate it.I Choose to Empathy is a story with social emotional learning (SEL) in mind. It has been praised by teachers and therapists worldwide.Teacher and Therapist Toolbox: I Choose is an empowering series curated to empower young children to become aware of big emotions.A new book series developed in tandem with teachers and therapists to help children cope with a range of emotions and teach them that they indeed hold the power to choose their actions and reactions.I say having empathy can also be a choice.You can choose to be empathetic by using your voice.Tell others you understand them when they're feeling a certain way, And be compassionate and caring every single day.I Choose to Empathy was developed alongside counselors and parents to be used as a resource in a social emotional curriculum."
9781637312919,Teacher and Therapist Toolbox: I Choose,"In this rhyming story, we learn about consent and the power of saying, No.I Choose To Say No is a story with social emotional learning (SEL) in mind. It has been praised by teachers and therapists worldwide.In this rhyming story, we learn about private parts and respectful relationships. Through colorful illustrations and rhythmic rhymes, your child will see what Early Warning Signs look like and who is in their Circle of Trust.Teacher and Therapist Toolbox: I Choose is an empowering series curated to empower young children to become aware of big emotions. A new book series developed in tandem with teachers and therapists to help children cope with a range of emotions and teach them that they indeed hold the power to choose their actions and reactions.I am aware of any Early Warning SignsAnd how to look for danger.I am especially cautiousIf I am ever talked to or touched by someone I know or a stranger.I Choose To Say No was developed alongside counselors and parents to be used as a resource in a social emotional curriculum."
9781637314258,Teacher and Therapist Toolbox: I Choose,"In this rhyming story, we learn about accepting all people, despite any differences.I Choose Acceptance is a story with social emotional learning (SEL) in mind. It has been praised by teachers and therapists worldwide.In this rhyming story, we learn about acceptance. Through colorful illustrations and rhythmic rhymes, your child will see what it means to accept all people no matter the differences.Teacher and Therapist Toolbox: I Choose is an empowering series curated to empower young children to become aware of big emotions. A new book series developed in tandem with teachers and therapists to help children cope with a range of emotions and teach them that they indeed hold the power to choose their actions and reactions.Imagine a peaceful world Where acceptance aboundsA beautiful world Where laughter's the only sound.I Choose Acceptance was developed alongside counselors and parents to be used as a resource in a social emotional curriculum."
9781637314333,Teacher and Therapist Toolbox: I Choose,"In this rhyming story, we learn about making good decisions.I Choose to Make Good Decisions is a story with social emotional learning (SEL) in mind. It has been praised by teachers and therapists worldwide.In this rhyming story, we learn about taking time to consider the consequences of our decisions. Through colorful illustrations and rhythmic rhymes, your child will see what it means to pause before acting.Teacher and Therapist Toolbox: I Choose is an empowering series curated to empower young children to become aware of big emotions. A new book series developed in tandem with teachers and therapists to help children cope with a range of emotions and teach them that they indeed hold the power to choose their actions and reactions.I choose to stay out of danger, To respect my body and my health.My good decisions help meBe super proud of myself!I Choose to Make Good Decisions  was developed alongside counselors and parents to be used as a resource in a social emotional curriculum."
9781637315347,Teacher and Therapist Toolbox: I Choose,"In this rhyming story, we learn about developing a hard work ethic.I Choose to Work Hard is a story with social emotional learning (SEL) in mind. It has been praised by teachers and therapists worldwide.In this rhyming story, we learn about working hard. Through colorful illustrations and rhythmic rhymes, your child will see what it means to develop a hard work ethic.Teacher and Therapist Toolbox: I Choose is an empowering series curated to empower young children to become aware of big emotions. A new book series developed in tandem with teachers and therapists to help children cope with a range of emotions and teach them that they indeed hold the power to choose their actions and reactions.I choose to stay out of danger,To respect my body and my health.My good decisions help meBe super proud of myself!I Choose to Work Hard was developed alongside counselors and parents to be used as a resource in a social emotional curriculum."
9781637316016,Teacher and Therapist Toolbox: I Choose,"In this rhyming story, we learn about developing gratitude.I Choose to Be Thankful is a story with social emotional learning (SEL) in mind. It has been praised by teachers and therapists worldwide.In this rhyming story, we learn about being thankful. Through colorful illustrations and rhythmic rhymes, your child will see what it means to have gratitude.Teacher and Therapist Toolbox: I Choose is an empowering series curated to empower young children to become aware of big emotions. A new book series developed in tandem with teachers and therapists to help children cope with a range of emotions and teach them that they indeed hold the power to choose their actions and reactions.I look around meAt all that I have.I choose to be thankful, Grateful and glad!I Choose to Be Thankful was developed alongside counselors and parents to be used as a resource in a social emotional curriculum."
9781637316047,Teacher and Therapist Toolbox: I Choose,"In this rhyming story, we learn about developing confidence.I Choose to Be Me is a story with social emotional learning (SEL) in mind. It has been praised by teachers and therapists worldwide.In this rhyming story, we learn about believing in yourself. Through colorful illustrations and rhythmic rhymes, your child will see what it means to love yourself just like you are.Teacher and Therapist Toolbox: I Choose is an empowering series curated to empower young children to become aware of big emotions. A new book series developed in tandem with teachers and therapists to help children cope with a range of emotions and teach them that they indeed hold the power to choose their actions and reactions.I am brave and adventurous, And don't mind the hard path.I am goal-oriented and driven, I strive to stay on track.I Choose to Be Me was developed alongside counselors and parents to be used as a resource in a social emotional curriculum."
9780241484692,Ten Minutes to Bed,"Rumble the dinosaur loves to have fun... but will he get to bed on time? Find out in this delightful addition to Rhiannon Fielding's TEN MINUTES TO BED series.Running through the jungle, Rumble the triceratops is off on an adventure! But will he get to bed on time? Written specifically for bedtime, this story is full of muddy puddles, tropical birds, erupting volcanoes, and one fun-loving little dinosaur. Adorable and heartwarming, this ten-minute countdown to bed is the perfect picture book to send little ones off to sleep."
9780241484708,Ten Minutes to Bed,"It's Christmas Eve, and Twinkle the Unicorn needs to help Santa. But will she get to bed on time? Find out in this delightful addition to Rhiannon Fielding's TEN MINUTES TO BED series.It's Christmas Eve, and Twinkle has ten minutes before she has to go to sleep. But when Santa needs her help, Twinkle wonders if she could help save Christmas and still get to bed on time? Written for bedtime, this story follows Twinkle the Unicorn as she finds herself on a Christmas-themed nighttime adventure. With a ten-minute countdown at the heart of this enchanting story, little ones will love following Twinkle on a brand new adventure."
9780241484715,Ten Minutes to Bed,"Twinkle the unicorn has a knack for finding adventure... but will she get to bed on time? Find out in this delightful addition to Rhiannon Fielding's TEN MINUTES TO BED series.Running through the forrest, Twinkle is off on an exciting, new adventure. But will she get to bed on time? Weaving a journey from lively beginning to gentle end, the ten-minute countdown to bed is at the heart of this enchanting story. This beautifully illustrated picture book is the perfect length for sending little ones off to sleep."
9780241502310,Ten Minutes to Bed,"From the creators of Little Unicorn comes another friend for young readers: Little Mermaid! Splash is the littlest mermaid, who loves to explore the enchanted underwater kingdom, but will she get to bed on time? Find out in this charming addition to Rhiannon Fielding's TEN MINUTES TO BED series.Splash the Mermaid would rather do anything but go to sleep. She loves to dive and leap through the underwater kingdom, discovering the many creatures that live in the ocean. But will she get to bed on time? Weaving a journey from lively beginning to gentle end, the ten-minute countdown to bed is at the heart of this gripping story. This beautifully illustrated picture book is the perfect length for sending little ones off to sleep."
9780241509425,Ten Minutes to Bed,"Belch, the smallest monster, loves to play with her toys and have parties with her friends. But will she get to bed on time? Find out in this charming addition to Rhiannon Fielding's Ten Minutes to Bed series.Belch the Monster doesn't want to go to sleep. She loves to eat tasty treats and play with her toys. But will she get to bed on time? Weaving a journey from lively beginning to gentle end, the ten-minute countdown to bed is at the heart of this gripping story. This beautifully illustrated picture book is the perfect length for sending little ones off to sleep."
9780241514832,Ten Minutes to Bed,"It's Twinkle the unicorn's birthday and she's too excited to sleep! It's ten minutes to bed, though...will she go to sleep on time? Find out in this delightful addition to Rhiannon Fielding's TEN MINUTES TO BED series.Twinkle the unicorn is having a sleepover party to celebrate her birthday! There are party games, presents, cake, balloons and even fireworks! But as Twinkle's dad counts down to bedtime, there's still a lot going on . . . will Twinkle and her friends go to sleep in time? Weaving a journey from lively beginning to gentle end, the ten-minute countdown to bed is at the heart of this enchanting story. This beautifully illustrated picture book is the perfect length for sending little ones off to sleep."
9780241563410,Ten Minutes to Bed,"Dragon siblings Flicker and Flash love to have fun... but will they get to bed on time? Find out in this delightful addition to Rhiannon Fielding's TEN MINUTES TO BED series.Soaring high through the sky, little dragon siblings Flicker and Flash spot a lost egg that they need to get back to its mother! But will they get to bed on time? Adorable and heartwarming, this ten-minute rhyming countdown to bed is the perfect picture book to send little ones off to sleep."
B07VC1RT1X,Ten Minutes to Bed,"Celebrate Christmas with everyone's favourite little unicorn! Fall asleep with Twinkle the unicorn after she goes on very festive night-time adventure.It's Christmas Eve and Twinkle is too excited to sleep! But someone very special is also awake, and is having a bit of trouble! Can Twinkle come to the rescue?Finishing on a gentle end, this beautiful story is the perfect length for a calm bedtime read.Also available:Ten Minutes to Bed: Little Unicorn (also available as a board book)Ten Minutes to Bed: Little Dinosaur (also available as a board book)Ten Minutes to Bed: Little Mermaid (also available as a board book)Ten Minutes to Bed: Little Monster (also available as a board book)Ten Minutes to Bed: Little DragonTen Minutes to Bed: Little FairyTen Minutes to Bed: Little Unicorn's BirthdayTen Minutes to Bed: Little Unicorn's Christmas board bookTen Minutes to Bed: Baby UnicornTen Minutes to Bed: Where's Little Unicorn?"
B08WPNSB3F,Ten Minutes to Bed,"An adorable new story in the no.1 bestselling Ten Minutes to Bed series, written specifically to help little ones settle down for bedtime and a perfect book for children with new siblings. All Twinkle wants is to be a big sister. When her wish comes true and there's a surprise at the end of the rainbow, Twinkle must get her new baby brother Fizz back home before bedtime. But with the forest filled with so much magic and adventure, will Twinkle and Fizz manage to get to sleep in time?Weaving a journey from lively beginning to gentle end, this heartwarming bedtime tale is perfect for children with new siblings and will calm sleepy unicorns everywhere!This bestselling bedtime series has sold one million copies worldwide! Do you have all the books in the Ten Minutes to Bed series?Ten Minutes to Bed: Little UnicornTen Minutes to Bed: Little MermaidTen Minutes to Bed: Little MonsterTen Minutes to Bed: Little DinosaurTen Minutes to Bed: Little DragonTen Minutes to Bed: Little Unicorn's ChristmasTen Minutes to Bed: Little Unicorn's Birthday"
B09D7J9T3M,Ten Minutes to Bed,"A magical new story in the no.1 bestselling Ten Minutes to Bed series, written specifically to help children settle down for bedtime. Poppy the fairy wishes she could fly as high as all of her friends, but there's just one thing - her wings are very small!When Poppy spots a lost gnome far from his glade, she is determined to use her wings and get him to safety. But can this little fairy fly to the rescue and still get back home before bedtime?Weaving a journey from lively beginning to gentle end, this enchanting, heartwarming tale is perfect for little readers everywhere and will help them settle down for bed.This bestselling bedtime series has sold one million copies worldwide! Do you have all the books in the Ten Minutes to Bed series?Ten Minutes to Bed: Little UnicornTen Minutes to Bed: Little MermaidTen Minutes to Bed: Little MonsterTen Minutes to Bed: Little DinosaurTen Minutes to Bed: Little DragonTen Minutes to Bed: Little Unicorn's ChristmasTen Minutes to Bed: Little Unicorn's BirthdayTen Minutes to Bed: Baby Unicorn"
9780746041833,THAT'S NOT MY,"-- Invite babies and toddlers to touch and feel a variety of exciting textures, helping develop both sensory and language awareness-- These sturdy board books contain bright and simple illustrations that add to the hands-on fun"
9780746048139,THAT'S NOT MY,"The added opportunity to touch a variety of textures should appeal to very young children as they explore the surfaces of a toy truck in this board book. Every double page features an interesting texture to feel, such as a squashy bumper or a bumpy trailer."
9780746051597,THAT'S NOT MY,"This board book offers a combination of simple text, illustrations and things to feel in order to help very young children develop sensory and language awareness. It uses of a variety of textured patches to encourage interactive play and help children explore the surfaces of a toy bear."
9780746080320,THAT'S NOT MY,"A touchy-feely board book with simple, repetitive text, tactile patches and bold illustrations suitable for babies and toddlers. A little white mouse appears on every page, for children to spot."
9780794521783,THAT'S NOT MY,"Young readers may touch various surfaces on monkeys that are not the one someone is looking for, until at last the right one appears."
9780794525057,THAT'S NOT MY,"Young readers may touch various surfaces on frogs that are not the one someone is looking for, until at last the right one appears."
9781409504436,THAT'S NOT MY,"A touchy-feely board book with simple, repetitive text, tactile patches and bold illustrations suitable for babies and toddlers. A little white mouse appears on every page, for children to spot."
9781409506263,THAT'S NOT MY,"A touchy-feely board book with simple, repetitive text, tactile patches and bold illustrations suitable for babies and toddlers. A little, white mouse appears on every page, for children to spot."
9781409549833,THAT'S NOT MY,"A delightful addition to the award-winning That's Not My... series. Babies and little children will love exploring the different touchy-feely textures on the pandas. Which bits of the panda are soft, fluffy, rough or fuzzy Rachel Well's colourful illustrations, along with the familiar mouse, the repetitive text and the tactile touchy-feely patches have never-ending appeal and will delight babies and toddlers."
B0074B95WW,THAT'S NOT MY,"Used book in good condition, due to its age it could contain normal signs of use"
B00NIBVMHS,THAT'S NOT MY,New edition
9780316003742,The Adventures of Tintin,"Tintin's first black-and-white adventure!Sent on assignment to the Soviet Union, Tintin boards a train...but after an explosion, Tintin is blamed for the bombing, and he must make his way to the Soviet Union by stealth. Once there, he uncovers some shocking Bolshevik secrets."
9780316133807,The Adventures of Tintin,"Join Tintin and Snowy--the world's greatest adventurers--as they solve thrilling mysteries around the world!Tintin come to the U.S.A to clean up the mean streets of Chicago! Though he outsmarts a group of gangsters, one gets away. Tintin is hot on his trail, tracking him into the Wild West But in this foreign land full of tricks, traps, and obstacles, it seems like everyone is out to get him! Will Tintin learn who to trust, get to bottom of America's crime, and make it back home?Get a behind the scenes look at Herge's creation of Tintin! The young readers editions come complete with an in depth readers guide to loads of fun and interesting Tintin facts."
9780316358323,The Adventures of Tintin,"In this classic graphic novel: Tintin stumbles across a model ship at the Old Street Market. Only it isn't just any model ship-it's the Unicorn, carved by one of Haddock's ancestors, and it holds a clue to finding pirate treasure!"
9780316358330,The Adventures of Tintin,The classic graphic novel. A can of crab meat turns out to be a small clue to a big mystery! Tintin meets Captain Haddock in his escape and his plan to track down the crooks takes him to an exotic desert city.
9780316358347,The Adventures of Tintin,The classic graphic novel. Tintin and Captain Haddock set sail aboard the Sirius to find the sunken remains of the Unicorn ship and notorious pirate Red Rackham's treasure.
9780316358354,The Adventures of Tintin,"The classic graphic novel. Investigating a mysterious plane crash, Tintin discovers he's onto something big! The case leads Tintin to Scotland, where he learns of a monster that stalks a lonely island."
9780316358361,The Adventures of Tintin,"The classic graphic novel. Tintin tries to take a vacation, but while on his cruise ship a mystery unfolds! He meets Dr. Sarcophagus who leads him to the undiscovered tomb of the Pharaoh Kih-Oskh."
9780316358392,The Adventures of Tintin,"Join Tintin and Snowy--the world's greatest adventurers--as they solve thrilling mysteries around the world!One day Tintin reads about a plane crash in the Himalayas. When he discovers thathis friend, Chang, was on board, Tintin travels to the crash site in hopes of a rescue."
9780316358408,The Adventures of Tintin,"The classic graphic novel. Seven explorers return from an expedition in the Andes, where they unearthed the tomb of an Incan priest. One by one, they fall into a coma. Can Tintin figure out what is causing the mysterious illness?"
9780316358439,The Adventures of Tintin,"The classic graphic novel. Tintin discovers that one of the last Incan descendants has kidnapped his missing friend, Professor Calculus. Tintin and Captain Haddock follow the kidnapper to Peru--can they save Calculus?"
9780316358446,The Adventures of Tintin,"The classic graphic novel. Car engines have started spontaneously exploding all over the country . . . someone's been tampering with the oil! Tintin, with Thompson and Thompson at his side, sails on an oil tanker to the Middle East to track down the source of the faulty oil."
9780316358453,The Adventures of Tintin,"The classic graphic novel. Professor Calculus is building a rocket, but Tintin quickly realizes that there are spies around every corner trying to steal the professor's design! When Professor Calculus' rocket finally takes off for the moon, Tintin and his dog Snowy are on board."
9780316358460,The Adventures of Tintin,"The classic graphic novel. Picking up where Destination Moon left off, Professor Calculus and Tintin discover a secret agent has managed to sneak onboard the rocket with plans to hijack it and abandon everyone on the moon!"
9780316358477,The Adventures of Tintin,"The classic graphic novel. Tintin and Captain Haddock peek in Professor Calculus' laboratory to find a sonic device and a very mysterious-and violent!-stranger. Realizing that Calculus' life is in danger, Tintin and the Captain rush to warn him before it's too late."
9780316358484,The Adventures of Tintin,"The classic graphic novel When his old friend Mohammed Ben Kalish Ezab is overthrown by Sheikh Bab El Ehr, Tintin goes to his aid. But before Tintin can help return his friend to power, he will have to survive shipwrecks, fires, and worst of all, Abdullah, the emir's rotten son."
9780316358507,The Adventures of Tintin,The classic graphic novel. A sacred tribal statue has been stolen from the museum! Tintin and Snowy are on the case! Clues lead them straight into the heart of the jungle.
9780316358514,The Adventures of Tintin,The classic graphic novel. A meteorite collides with Earth! Tintin is part of the expedition to the Arctic Ocean to locate the fallen star. But they aren't the only ones hungry to make the new discovery-someone is trying to sabotage Tintin and his team!
9780316358569,The Adventures of Tintin,"The classic graphic novel. A sequel to Cigars of the Pharaoh, Tintin follows a mysterious lead to China on the trail of a smuggling ring. Will Tintin find the criminal mastermind?"
9781405206198,The Adventures of Tintin,"BRAND NEW, Exactly same ISBN as listed, Please double check ISBN carefully before ordering."
9782203096509,The Adventures of Tintin,"Following on from Tintin in the Land of the Soviets and bolstered by publicity stunts, Tintin in the Congo was a commercial success within Belgium and was also serialised in France. Herge continued The Adventures of Tintin with Tintin in America in 1932, and the series subsequently became a defining part of the Franco-Belgian comics tradition. In 1946, Herge re-drew and coloured Tintin in the Congo in his distinctive ligne-claire style for republication by Casterman, with further alterations made at the request of his Scandinavian publisher for a 1975 edition. In the late 20th century, Tintin in the Congo came under criticism for both its perceived racist colonial attitude toward the Congolese and for its glorification of big-game hunting; accordingly, attempts were made in Belgium, Sweden, the United Kingdom, and the United States to either ban the work or restrict its availability to children."
9780545813884,The Baby-Sitters Club Graphix,"A graphic novel adapted and illustrated by Raina Telgemeier, the #1 New York Times bestselling, multiple Eisner Award-winning author of Smile!Poor Stacey. She just moved to a new town, is still coming to terms with her diabetes, and is facing baby-sitting problems left and right. Fortunately, Stacey has three new friends -- Kristy, Claudia, and Mary Anne. Together they're the BSC -- and they will deal with whatever's thrown their way... even if it's a rival baby-sitting club!"
9780545886178,The Baby-Sitters Club Graphix,"A graphic novel adapted and illustrated by Raina Telgemeier, the #1 New York Times bestselling, multiple Eisner Award-winning author of Smile!When The Baby-sitters Club gets into a huge fight, Mary Anne is left to her own devices. She has to eat alone in the school cafeteria, figure out how to make new friends, and deal with her overprotective father. But the worst happens when she finds herself in a baby-sitting emergency and can't turn to her friends for help. Will Mary Anne solve her problems and save The Baby-sitters Club from falling apart?"
9780545886239,The Baby-Sitters Club Graphix,"A graphic novel adapted and illustrated by Raina Telgemeier, the #1 New York Times bestselling, multiple Eisner Award-winning author of Smile!Claudia and her sister, Janine, may as well be from two different planets. Claudia, who pays more attention to her artwork and The Baby-sitters Club than her homework, feels like she can't compete with her perfect sister. Janine studies nonstop, gets straight As, and even takes college-level courses! But when something unexpected happens to the most beloved person in their family, will the sisters be able to put aside their differences?"
9780606370264,The Baby-Sitters Club Graphix,"FOR USE IN SCHOOLS AND LIBRARIES ONLY. Kristy, Mary Anne, Claudia, and Stacey are best friends and founding members of The Baby-sitters Club. Whatever comes up -- cranky toddlers, huge dogs, scary neighbors, prank calls -- you can count on them to save the day. But baby-sitting isn't always easy, and neither is dealing with strict parents, new families, fashion emergencies and mysterious secrets. But no matter what, the BSC have what they need most: friendship. Raina Telgemeier, using the signature style featured in her acclaimed graphic novels SMILE and SISTERS, perfectly captures all the drama and humor of the original novel!"
9781338067309,The Baby-Sitters Club Graphix,"A graphic novel adapted and illustrated by New York Times and USA Today bestselling author Gale Galligan!Dawn Schafer is the newest member of The Baby-sitters Club. Even though she's still adjusting to life in Stoneybrook after moving from sunny California, she's eager to accept her first big job. But taking care of the three Barrett kids would be too much for any baby-sitter. The house is always a mess, the kids are out of control, and Mrs. Barrett never does any of the things she promises. On top of all that, Dawn wants to fit in with the other members of the BSC, but she can't figure out how to get along with Kristy. Was joining The Baby-sitters Club a mistake?"
9781338067682,The Baby-Sitters Club Graphix,"A graphic novel adapted and illustrated by New York Times and USA Today bestselling author Gale Galligan!Kristy's mom is getting married, and Kristy is going to be a bridesmaid! The only problem? Fourteen kids are coming to town for the wedding. Kristy, Claudia, Mary Anne, Stacey, Dawn, and Mallory think they can handle it, but that's before they spend a week changing diapers, stopping arguments, solving mix-ups, and planning activities. It's the biggest job the BSC has ever had, but they'll work together to make sure Kristy's big day is a success!"
9781338304527,The Baby-Sitters Club Graphix,"A graphic novel adapted and illustrated by New York Times and USA Today bestselling author Gale Galligan!Stacey and Mary Anne are baby-sitting for the Pike family for two weeks at the New Jersey shore. Things are great in Sea City: There's a gorgeous house right on the beach, a boardwalk, plenty of sun and sand... and the cutest boy Stacey has ever seen!Mary Anne thinks that Stacey should leave Scott alone and focus on the Pike kids, but Stacey's in love. Looking for reasons to hang around his lifeguard stand takes up all her time, which means Mary Anne has to do the job of two baby-sitters! How can she tell Stacey that Scott just isn't interested without ruining their friendship and breaking Stacey's heart?"
9781338304558,The Baby-Sitters Club Graphix,"Another Baby-sitters Club graphic novel adapted by New York Times bestselling author Gale Galligan!It's the first day of a new school year, and while Mary Anne doesn't know what to expect from the eighth grade, she's looking forward to getting back into the swing of things. One thing she definitely doesn't expect is to meet Logan Bruno, who just moved to Stoneybrook!Logan has a dreamy southern accent, he's awfully cute... and he might be interested in joining the BSC. But the baby-sitters aren't sure if Logan would make a good club member, so they send him on a job with Mary Anne as a test. Logan and Mary Anne hit it off, but Mary Anne isn't sure of where their friendship could go. Life in the Baby-sitters Club has never been this complicated -- or this fun!"
9781338304589,The Baby-Sitters Club Graphix,"A brand-new Baby-sitters Club graphic novel adapted by newcomer Gabriela Epstein!Claudia has always been the most creative kid in her class... until Ashley Wyeth comes along. Ashley's really different: She wears hippie clothes and has multiple earrings, and she's the most fantastic artist Claudia has ever met.Ashley says Claudia is a great artist, too, but thinks she's wasting her artistic talent with The Baby-sitters Club. When Claudia starts spending more time with Ashley and missing BSC meetings, it becomes clear that Claudia has to make a decision -- one of them has to go!"
9781338304619,The Baby-Sitters Club Graphix,"A brand-new Baby-sitters Club graphic novel adapted by Eisner-nominated artist Chan Chau!Kristy's mom got remarried and their family moved to the ritzy neighborhood across town. The other members of The Baby-sitters Club think it's a good opportunity to get some new business, but the kids who live nearby aren't very friendly. They criticize Kristy's clothes and make fun of the BSC. And, worst of all, they laugh at Louie, Kristy's pet collie, who's getting old and not feeling well. These kids are total snobs! But if anyone can put them in their place, it's The Baby-sitters Club!"
9781338616057,The Baby-Sitters Club Graphix,"A brand-new Baby-sitters Club graphic novel adapted by Gabriela Epstein!Stacey McGill is moving back to New York! That means no more Stoneybrook Middle School, no more Charlotte Johanssen, and worst of all... no more Baby-sitters Club. Stacey's friends are crushed when they hear that Stacey's moving, especially Claudia. Stacey is her best friend.What kind of going-away present is good enough for someone so special? And how will the BSC go on without Stacey?"
9781338616088,The Baby-Sitters Club Graphix,"A brand-new Baby-sitters Club graphic novel adapted by Eisner-nominated artist Chan Chau!Jessi recently moved to Stoneybrook and is one of the newest members of The Baby-sitters Club. She's getting ready to start regularly sitting for the BSC's newest charge, Matt Braddock. Matt has been Deaf since birth and uses sign language to communicate, so Jessi has to use it, too. It's a secret language!Soon all the neighborhood kids want to learn how to sign, which keeps the BSC busy. Jessi's the busiest of all -- she's preparing for her dance school's big show, plus working on another secret, just for Matt. Will Jessi be able to keep the secret and pull off her performance?"
9781338616118,The Baby-Sitters Club Graphix,"A brand-new Baby-sitters Club graphic novel adapted by newcomer Cynthia Yuan Cheng!Mary Anne should never have thrown away that chain letter she got in the mail. Ever since she did, bad things have been happening to everyone in The Baby-sitters Club. With Halloween coming up, Mary Anne's even more worried -- what kind of spooky thing will happen next?Then Mary Anne finds a new note in her mailbox: Wear this bad-luck charm, it says. OR ELSE. Mary Anne has to follow the note's instructions. But who sent the charm? And why did they send it to Mary Anne?The BSC might never see an end to their bad luck if they don't solve this mystery soon!"
9780062467768,The Bad Seed,"A New York Times bestseller! An Amazon Best Children's Book of the Year selectionFrom the New York Times bestselling author of the Goodnight Already! seriesThis is a book about a bad seed. A baaaaaaaaaad seed. How bad? Do you really want to know? He has a bad temper, bad manners, and a bad attitude. He's been bad since he can remember! With Jory John's charming and endearing text and bold expressive illustrations by Pete Oswald, here is The Bad Seed: a funny yet touching tale that reminds us of the remarkably transformative power of will, acceptance, and just being you. Perfect for young readers, as well as anyone navigating their current world, The Bad Seed proves that positive change is possible for each and every one of us."
9780062866004,The Bad Seed,"A #1 New York Times bestseller!An Amazon Best Books of the Year 2019 selection!From the bestselling creators of The Bad Seed, a timely story about not having to be Grade A perfect!Meet the good egg. He's a verrrrrry good egg indeed.But trying to be so good is hard when everyone else is plain ol' rotten.As the other eggs in the dozen behave badly, the good egg starts to crack from all the pressure of feeling like he has to be perfect.So, he decides enough is enough! It's time for him to make a change...Dynamic duo Jory John and Pete Oswald hatch a funny and charming story that reminds us of the importance of balance, self-care, and accepting those we love (even if they are sometimes a bit rotten).Perfect for reading aloud and shared story time!"
9780062954527,The Bad Seed,"AN INSTANT NEW YORK TIMES BESTSELLER!The too-cool-for-school third picture book from the #1 New York Times bestselling creators of The Bad Seed and The Good Egg, Jory John and Pete OswaldEveryone knows the cool beans. They're sooooo cool.And then there's the uncool has-bean . . .Always on the sidelines, one bean unsuccessfully tries everything he can to fit in with the crowd--until one day the cool beans show him how it's done.With equal measures of humor, wit, and charm, the #1 New York Times bestselling duo Jory John and Pete Oswald craft another incredible picture book, reminding us that it's cooler to be kind.Check out Jory John and Pete Oswald's funny, bestselling books for kids 4-8 and anyone who wants a laugh:The Bad SeedThe Good EggThe Cool BeanThe Couch PotatoThe Good Egg Presents: The Great Eggscape!The Bad Seed Presents: The Good, the Bad, the Spooky!The Cool Bean Presents: As Cool as It GetsThat's What Dinosaurs Do"
9780062954534,The Bad Seed,"An Instant New York Times Bestseller * An Instant Indie Bestseller * An Indie Next List SelectionFeeling fried? Peel yourself on the couch and meet your new pal-tato! The winning fourth picture book from the #1 New York Times bestselling creators of The Bad Seed, The Good Egg, and The Cool Bean, Jory John and Pete Oswald, will get you and your kids moving!The Couch Potato has everything within reach and doesn't have to move from the sunken couch cushion. But when the electricity goes out, Couch Potato is forced to peel away from the comforts of the living room and venture outside. Could fresh air and sunshine possibly be better than the views on screen?Readers of all ages will laugh along as their new best spuddy learns that balancing screen time and playtime is the root to true happiness.Check out Jory John and Pete Oswald's funny, bestselling books for kids 4-8 and anyone who wants a laugh:The Bad SeedThe Good EggThe Cool BeanThe Couch PotatoThe Good Egg Presents: The Great Eggscape!The Bad Seed Presents: The Good, the Bad, the Spooky!The Cool Bean Presents: As Cool as It GetsThat's What Dinosaurs Do"
9780063045408,The Bad Seed,"An Instant New York Times Bestseller!Be a smart cookie--and don't miss the fifth picture book in the #1 New York Times bestselling Food Group series from creators Jory John and Pete Oswald! This cookie has never felt like a smart cookie no matter how hard she tries, especially in comparison to all the clever cupcakes and brilliant rolls in the bakery. Will a dash of creativity and a sprinkle of confidence be enough to help her learn that perfect scores and having all the answers aren't the only ingredients for intelligence?Jory John and Pete Oswald serve up another heaping plate of laughs and lessons with this empowering, witty, and charming addition to their #1 New York Times bestselling series!Check out Jory John and Pete Oswald's other funny, bestselling books for kids 4-8 and anyone who wants a laugh:The Bad SeedThe Good EggThe Cool BeanThe Couch PotatoThe Good Egg Presents: The Great Eggscape!The Bad Seed Presents: The Good, the Bad, the Spooky!That's What Dinosaurs Do"
9780063045415,The Bad Seed,"The Instant #1 New York Times Bestseller!Don't miss the sixth picture book in the #1 New York Times bestselling Food Group series that's ripe with humor from Jory John and Pete Oswald!The Sour Grape holds grudges for every reason under the sun. Lime never returned a scarf they borrowed? Grudge! Orange never called back? Grudge! But when a friend holds a grudge against the Sour Grape without listening to an explanation, the Sour Grape realizes how unfair grudges can be. Could a bunch of forgiveness and compassion be enough to turn a sour grape sweet?Jory John and Pete Oswald serve up another heaping plate of laughs and lessons with this empowering, witty, and charming addition to their #1 New York Times bestselling series!Check Out Jory John and Pete Oswald's other funny bestselling books for kids 4-8 and anyone who wants a laugh:The Bad SeedThe Good EggThe Cool BeanThe Couch PotatoThe Smart CookieThe Good Egg Presents: The Great Eggscape!The Bad Seed Presents: The Good, the Bad, the Spooky!The Cool Bean Presents: As Cool As It Gets!That's What Dinosaurs Do"
