ISBN13,Header,Content
9780545481946,Review quote,'Lightning pace and full-color design will hook kids in a flash.' -- Publishers Weekly show more
9780545481946,About Geronimo Stilton,"GERONIMO STILTON is the publisher of The Rodent's Gazette, Mouse Island's most famouse newspaper. In his spare time, Mr. Stilton enjoys collecting antique cheese rinds, playing golf, and telling stories to his nephew Benjamin. He lives in New Mouse City, Mouse Island. Visit Geronimo online at www.scholastic.com/geronimostilton. show more"
9780545393515,Review quote,Praise for Geronimo Stilton books: Lightning pace and full-color design will hook kids in a flash. -- Publishers Weekly show more
9780545393515,About Geronimo Stilton,"Geronimo Stilton is the publisher of The Rodent's Gazette, Mouse Island's most famouse newspaper. In his spare time, Mr. Stilton enjoys collecting antique cheese rinds, playing golf, and telling stories to his nephew Benjamin. He lives in New Mouse City, Mouse Island. Visit Geronimo online at www.scholastic.com/geronimostilton. show more"
9780545253079,About Geronimo Stilton,"Geronimo Stilton is the publisher of The Rodent's Gazette, Mouse Island's most famouse newspaper. In his spare time, Mr. Stilton enjoys collecting antique cheese rinds, playing golf, and telling stories to his nephew Benjamin. He lives in New Mouse City, Mouse Island. Visit Geronimo online at www.scholastic.com/geronimostilton. show more"
9780439661621,About Geronimo Stilton,"Geronimo Stilton is the publisher of The Rodent's Gazette, Mouse Island's most famouse newspaper. In his spare time, Mr. Stilton enjoys collecting antique cheese rinds, playing golf, and telling stories to his nephew Benjamin. He lives in New Mouse City, Mouse Island. Visit Geronimo online at www.scholastic.com/geronimostilton. show more"
9780439559638,Review quote,"Publishers Weekly(February 23, 2004; 0-439-55963-4)Holey Cheese! Imported from Italy, this snazzy series debut about a globetrotting mouse journalist spreads the cheesy puns nice and thick. On an average day, Geronimo Stilton edits The Rodent's Gazette, the newspaper of New Mouse City, capital of Mouse Island. But at the coaxing of his sister, Thea, and various relatives, Stilton sates his yen for adventure-and adventure writing-by embarking on various excursions and recording and illustrating his exploits in a diary that serves as source material for his books. Stilton, Thea, cousin Trap and nephew Benjamin board a ship in search of buried treasure on a secret deserted island. The trip is filled with peril and plenty of humor, though the treasure isn't what anyone expected. The book's lightning pace and its numerous chapters, as well as a full-color design that displays key words in color type and fun fonts, will hook kids in a flash. And those with a taste for Stilton's breezy style will surely want to devour future whisker-licking-good stories, as the author calls them. The first four book in the Geronimo Stilton series will be released simultaneously, followed by one book per month thereafter. Ages 7-10. (Feb.) Copyright 2004 Reed Business Information. show more"
9780439559638,About Geronimo Stilton,"Geronimo Stilton is the publisher of The Rodent's Gazette, Mouse Island's most famouse newspaper. In his spare time, Mr. Stilton enjoys collecting antique cheese rinds, playing golf, and telling stories to his nephew Benjamin. He lives in New Mouse City, Mouse Island. Visit Geronimo online at www.scholastic.com/geronimostilton. show more"
9780545393492,Review quote,Praise for Geronimo Stilton books: Lightning pace and full-color design will hook kids in a flash. -- Publishers Weekly show more
9780545393492,About Geronimo Stilton,"GERONIMO STILTON is the publisher of The Rodent's Gazette, Mouse Island's most famouse newspaper. In his spare time, Mr. Stilton enjoys collecting antique cheese rinds, playing golf, and telling stories to his nephew Benjamin. He lives in New Mouse City, Mouse Island. Visit Geronimo online at www.scholastic.com/geronimostilton. show more"
9781597072397,About Geronimo Stilton,"Born in New Mouse City, Mouse Island, Geronimo Stilton is Rattus Emeritus of Mousomorphic Literature and of Neo-Ratonic Comparative Philosophy. He is the director of The Rodent's Gazette, New Mouse City's most widely read daily newspaper. Stilton was awarded the Ratitzer Prize for his scoops on The Curse of the Cheese Pyramid and The Search for Sunken Treasure. He has also received the Anderson 2001 Prize for Personality of the Year. One of his bestsellers won the 2002 eBook Award for world's best ratling electronic book. In 2006 he won the Nickelodeon Kids Choice Awards and in 2008 he won the Cartoomics prize Beyond Comics. His works have been published all over the globe. show more"
9780545103671,About Thea Stilton,"Thea Stilton is a special correspondent for The Rodent's Gazette, Mouse Island's most famouse newspaper. A graduate of Mouseford Academy, Ms. Stilton loves traveling and adventures. Find out more at www.scholastic.com/geronimostilton. show more"
9780545341059,Review quote,Praise for Geronimo Stilton books: Lightning pace and full-color design will hook kids in a flash. -- Publishers Weekly show more
9780545341059,About Thea Stilton,"Thea Stilton is a special correspondent for The Rodent's Gazette, Mouse Island's most famouse newspaper. A graduate of Mouseford Academy, Ms. Stilton loves traveling and adventures. Find out more at www.scholastic.com/geronimostilton. show more"
9780545227728,About Thea Stilton,"Thea Stilton is a special correspondent for The Rodent's Gazette, Mouse Island's most famouse newspaper. A graduate of Mouseford Academy, Ms. Stilton loves traveling and adventures. Find out more at www.scholastic.com/geronimostilton. show more"
9780545150613,Review quote,"Praise for Off I Go! (Princess Truly #2): Princess Truly is not only magical, she is also kind... This is evident throughout the narrative as she helps a penguin and tries to cheer up Sir Noodles. The book contains three short chapters with one or two sentences per page, making it a great choice for students who are just starting to read chapter books. The full-color illustrations on each page add to the fun, whimsical text. Princess Truly's curls actually sparkle with rainbows when she works her magic. VERDICT This adorable story is a must-have for fans of the series, as well as a great addition to any early chapter book section. -- School Library JournalThe lovable picture-book character Princess Truly enters the realm of beginning readers here, allowing youngsters to grow with their favorite spunky, magical-haired girl... Throughout the book, sweet, pastel-colored illustrations appear as full- or double-page scenes, on which one to two simple sentences are written in lightly rhyming text. An excellent book for any budding reader that encourages the use of imagination, exploration, and discovery. -- BooklistPraise for I Am a Super Girl! (Princess Truly #1): Young readers who admire Black Panther but need to see superheroes as young as they are will enjoy not only Princess Truly's magic hair and flightworthy boots, but also her confidence, creativity, and supportive attitude toward others... Readers will respond to this confident, can-do girl who demonstrates that magical adventures are easy to create. -- Kirkus Reviews Divided into three short stories and illustrated with energetic, colorful images that both mirror and deepen the text, this transitional chapter book is ideal for brand-new readers. Many children (and their caregivers) will also appreciate that, while Princess Truly does have magical skills, what makes her truly super is her kindness, empathy, and creative problem-solving. -- Publishers WeeklyPraise for Princess Truly in My Magical, Sparkling Curls: Girls... will welcome this gleeful celebration of self-confidence and black girl magic. -- Publishers Weekly Explores the magical potential of Afro hair... [a] home-away tale worth the trip. -- Kirkus Reviews Princess Truly is a bold and bright role model of positive self-image and embracing your unique diversity. -- Booklist Praise for Princess Truly in I Am Truly: Named a Best Book of 2017 by Essence Magazine. The perfect choice for youngsters from pre-K to second grade. -- Essence A celebration of boundless potential...positive, fun, and truly lively. -- Kirkus Reviews Defies predictability...pair with Andrea Beaty's Rosie Revere, Engineer (2013) for another story about a strong, independent, capable girl. -- Booklist show more"
9780545150613,About Thea Stilton,"Thea Stilton is a special correspondent for The Rodent's Gazette, Mouse Island's most famouse newspaper. A graduate of Mouseford Academy, Ms. Stilton loves traveling and adventures. Find out more at www.scholastic.com/geronimostilton. show more"
9781406335842,Review quote,"""Judy's growing corps of fans will crow 'Rare!' right along with her."" show more"
9781406335842,About Megan McDonald,"Megan McDonald is the creator of the popular and award-winning Judy Moody and Stink series. She says that most of the stories about Judy came out of growing up the youngest of five girls. Megan is also the author of three Sisters Club stories and many other books for children. She lives in Sebastopol, California, USA. Peter H. Reynolds is the illustrator of the Judy Moody and Stink books and the author-illustrator of The Dot, Ish, Sky Colour, Rose's Garden and The Smallest Gift of Christmas. Born in Canada, he now lives in Dedham, Massachusetts, USA. show more"
9780744593624,Review quote,"""Easy-to-follow chapter book with lots of lively dialogue, expressive pictures, great characters and running gags."" Junior on Judy Moody Predicts the Future"" show more"
9780744593624,About McDonald Megan,"Megan McDonald says that most of the stories about Judy Moody grew out of anecdotes about growing up with four older sisters. She lives in California. Peter H. Reynolds is an author/illustrator and director of his own production company. He lives in Massachusetts, USA. show more"
9781406335866,About Megan McDonald,"Megan McDonald is the creator of the popular and award-winning Judy Moody and Stink series. She says that most of the stories about Judy came out of growing up the youngest of five girls. Megan is also the author of three Sisters Club stories and many other books for children. She lives in Sebastopol, California, USA. Peter H. Reynolds is the illustrator of the Judy Moody and Stink books and the author-illustrator of The Dot, Ish, Sky Colour, Rose's Garden and The Smallest Gift of Christmas. Born in Canada, he now lives in Dedham, Massachusetts, USA. show more"
9781406302165,About McDonald Megan,"Megan McDonald is the author of the bestselling Judy Moody series. She says that most of the stories about Judy came out of growing up the youngest of five girls. She lives in California, USA, with her husband. Peter H. Reynolds is the illustrator of the successful Judy Moody series and is the author/illustrator of the inspirational picture books The Dot, Ish and So Few of Me. He lives in Massachusetts, USA. show more"
9781406302158,About McDonald Megan,"Megan McDonald is the author of the bestselling Judy Moody series. She says that most of the stories about Judy came out of growing up the youngest of five girls. She lives in California, USA, with her husband. Peter H. Reynolds is the illustrator of the successful Judy Moody series and is the author/illustrator of the inspirational picture books The Dot, Ish and So Few of Me. He lives in Massachusetts, USA. show more"
9781406302301,About McDonald Megan,"Megan McDonald is the author of the bestselling Judy Moody series. She says that most of the stories about Judy came out of growing up the youngest of five girls. She lives in California, USA, with her husband. Peter H. Reynolds is the illustrator of the successful Judy Moody series and is the author/illustrator of the inspirational picture books The Dot, Ish and So Few of Me. He lives in Massachusetts, USA. show more"
9781406335880,Review quote,"Another lively episodic adventure in the life of this modern 'every girl', brilliantly executed with exuberant humour and lively contemporary references. Junior Around the World in 8 1/2 days is entertaining and charming, or as Judy herself would put it Rare! Verbal magazine show more"
9781406335880,About Megan McDonald,"Megan McDonald is the creator of the popular and award-winning Judy Moody and Stink series. She says that most of the stories about Judy came out of growing up the youngest of five girls. Megan is also the author of three Sisters Club stories and many other books for children. She lives in Sebastopol, California, USA. Peter H. Reynolds is the illustrator of the Judy Moody and Stink books and the author-illustrator of The Dot, Ish, Sky Colour, Rose's Garden and The Smallest Gift of Christmas. Born in Canada, he now lives in Dedham, Massachusetts, USA. show more"
9781407124414,About Liz Pichon,"Liz Pichon war schon als Kind besonders gut darin, Walt Disney-Figuren zu zeichnen und zu topfern. Laut ihrer Mutter war sie besonders gut darin, eine riesige Sauerei zu veranstalten (das ist auch heute noch so). Liz hielt an ihrer Leidenschaft fest und schloss erfolgreich ihr Grafikdesignstudium ab. Bei Jive Records hatte sie ihren ersten (und einzigen) RICHTIGEN Job. Dort entwarf sie Cover fur Musikalben verschiedenster Bands und Kunstler, von denen wahrscheinlich noch nie jemand etwas gehort hat (obwohl, von einigen wohl doch). Heute arbeitet Liz Pichon als Illustratorin und Autorin und ihre Bilderbucher wurden bereits vielfach ausgezeichnet. Sie lebt mit ihrem Mann und ihren drei Kindern in Brighton. show more"
9780439049962,Review quote,"The critics are CRAZY about UNDERPANTS! Irresistible. -- Entertainment Weekly Call Pilkey... the savior of the 'reluctant reader.' -- USA Today So appealing that youngsters won't notice that their vocabulary is stretching. -- School Library Journal Pilkey's sharp humor shines, and is as much fun for parents as their young readers. -- Parents' Choice Foundation Combines empowerment and empathy with age-appropriate humor and action. -- Booklist Celebrates the triumph of the good-hearted. -- The Educational Book and Media Association show more"
9780439049962,About Dav Pilkey,"When Dav Pilkey was a kid, he was diagnosed with ADHD and dyslexia. Dav was so disruptive in class that his teachers made him sit out in the hallway every day. Luckily, Dav loved to draw and make up stories. He spent his time in the hallway creating his own original comic books--the very first adventures of Dog Man and Captain Underpants. In college, Dav met a teacher who encouraged him to illustrate and write. He won a national competition in 1986 and the prize was the publication of his first book, World War Won. He made many other books before being awarded the 1998 California Young Reader Medal for Dog Breath, which was published in 1994, and in 1997 he won the Caldecott Honor for The Paperboy. The Adventures of Super Diaper Baby, published in 2002, was the first complete graphic novel spin-off from the Captain Underpants series and appeared at #6 on the USA Today bestseller list for all books, both adult and children's, and was also a New York Times bestseller. It was followed by The Adventures of Ook and Gluk: Kung Fu Cavemen from the Future and Super Diaper Baby 2: The Invasion of the Potty Snatchers, both USA Today bestsellers. The unconventional style of these graphic novels is intended to encourage uninhibited creativity in kids. His stories are semi-autobiographical and explore universal themes that celebrate friendship, tolerance, and the triumph of the good-hearted. Dav loves to kayak in the Pacific Northwest with his wife. show more"
9780439049986,Back cover copy,"He defeated the diabolical Dr. Diaper....He terminated the terrible talking toilets....He saved the world from three massive, tentacled space aliens disguised as cafeteria ladies....Now he's in for the fight of his life. Can Captain Underpants and his drawers hold up under the pressure of the perilous plot of Professor Pippy P. Poopypants? It's time to probe a little further and find out in this all-new, wedgier adventure of Captain Underpants! show more"
9780439049986,Review quote,"The critics are CRAZY about UNDERPANTS! Irresistible. -- Entertainment Weekly Call Pilkey... the savior of the 'reluctant reader.' -- USA Today So appealing that youngsters won't notice that their vocabulary is stretching. -- School Library Journal Pilkey's sharp humor shines, and is as much fun for parents as their young readers. -- Parents' Choice Foundation Combines empowerment and empathy with age-appropriate humor and action. -- Booklist Celebrates the triumph of the good-hearted. -- The Educational Book and Media Association show more"
9780439049986,"About Pilkey, Dav","When Dav Pilkey was a kid, he was diagnosed with ADHD and dyslexia. Dav was so disruptive in class that his teachers made him sit out in the hallway every day. Luckily, Dav loved to draw and make up stories. He spent his time in the hallway creating his own original comic books--the very first adventures of Dog Man and Captain Underpants. In college, Dav met a teacher who encouraged him to illustrate and write. He won a national competition in 1986 and the prize was the publication of his first book, World War Won. He made many other books before being awarded the 1998 California Young Reader Medal for Dog Breath, which was published in 1994, and in 1997 he won the Caldecott Honor for The Paperboy. The Adventures of Super Diaper Baby, published in 2002, was the first complete graphic novel spin-off from the Captain Underpants series and appeared at #6 on the USA Today bestseller list for all books, both adult and children's, and was also a New York Times bestseller. It was followed by The Adventures of Ook and Gluk: Kung Fu Cavemen from the Future and Super Diaper Baby 2: The Invasion of the Potty Snatchers, both USA Today bestsellers. The unconventional style of these graphic novels is intended to encourage uninhibited creativity in kids. His stories are semi-autobiographical and explore universal themes that celebrate friendship, tolerance, and the triumph of the good-hearted. Dav loves to kayak in the Pacific Northwest with his wife. show more"
9781407134673,Review quote,"The critics are CRAZY about UNDERPANTS! ""A triumph of irreverence."" --NEWSWEEK ""Call Pilkey . . . the savior of the 'reluctant reader.' "" --USA TODAY ""For every downtrodden fun-seeking kid who never wanted to read a book."" --SCHOOL LIBRARY JOURNAL ""Subversively hilarious."" --PUBLISHERS WEEKLY ""Celebrates the triumph of the good-hearted."" --The Educational Book and Media Association ""It'll make kids laugh until soda comes out of their noses."" --BULLETIN OF THE CENTER FOR CHILDREN'S BOOKS show more"
9781407134673,About Dav Pilkey,"Dav Pilkey has written and illustrated numerous popular, award-winning books for children, including the Captain Underpants and Dumb Bunnies series; DOG BREATH, winner of the California Young Reader Medal; and THE PAPERBOY, a Caldecott Honor Book. He lives with his wife in the Pacific Northwest. Visit him online at www.pilkey.com. show more"
9780545027274,About Dav Pilkey,"Dav Pilkey has written and illustrated numerous popular, award-winning books for children, including the Captain Underpants and Dumb Bunnies series; DOG BREATH, winner of the California Young Reader Medal; and THE PAPERBOY, a Caldecott Honor Book. He lives with his wife in the Pacific Northwest. Visit him online at www.pilkey.com. show more"
9780141357027,About Jeff Kinney,"Jeff Kinney is the #1 USA Today, New York Times, and Wall Street Journal bestselling author of the Diary of a Wimpy Kid series and a six-time Nickelodeon Kids' Choice Award winner for Favorite Book. Wrecking Ball, book 14, was published in November 2019, and was an instant #1 global bestseller. Diary of an Awesome Friendly Kid: Rowley Jefferson's Journal was published in April 2019, was an instant #1 global bestseller, and has remained at the top of the New York Times bestseller list since publication. Jeff has been named one of Time magazine's 100 Most Influential People in the World. He is also the creator of Poptropica, which was named one of Time's 50 Best Websites. He spent his childhood in the Washington, D.C., area and moved to New England in 1995. Jeff lives with his wife and two sons in Massachusetts, where they own a bookstore, An Unlikely Story. show more"
9780141331010,About Jeff Kinney,"Jeff Kinney is a #1 New York Times bestselling author and a six-time Nickelodeon Kids' Choice Award winner for Favorite Book. Jeff has been named one of Time magazine's 100 Most Influential People in the World. He is also the creator of Poptropica, which was named one of Time magazine's 50 Best Websites. He spent his childhood in the Washington, D.C., area and moved to New England in 1995. Jeff lives with his wife and two sons in Massachusetts, where they own a bookstore, An Unlikely Story. show more"
9780141331980,Review quote,The world has gone crazy for Jeff Kinney's Diary of a Wimpy Kid series * Sun * Kinney is right up there with J K Rowling as one of the bestselling children's authors on the planet * Independent * Hilarious! * Sunday Telegraph * The most hotly anticipated children's book of the year is here - Diary of a Wimpy Kid * The Big Issue * show more
9780141331980,About Jeff Kinney,"Jeff Kinney is a #1 New York Times bestselling author and a six-time Nickelodeon Kids' Choice Award winner for Favorite Book. Jeff has been named one of Time magazine's 100 Most Influential People in the World. He is also the creator of Poptropica, which was named one of Time magazine's 50 Best Websites. He spent his childhood in the Washington, D.C., area and moved to New England in 1995. Jeff lives with his wife and two sons in Massachusetts, where they own a bookstore, An Unlikely Story. show more"
9780141350677,Review quote,The world has gone crazy for Jeff Kinney's Diary of a Wimpy Kid series Sun Kinney is right up there with JK Rowling as one of the bestselling children's authors on the planet Independent The most hotly anticipated children's book of the year is here - Diary of a Wimpy Kid The Big Issue show more
9780141350677,About Jeff Kinney,"As well as being the international bestselling author of Diary of a Wimpy Kid, Jeff Kinney is also an online developer and designer. He is the creator of the children's virtual world, Poptropica. Jeff has been named one of TIME magazine's most influential people in the world. He lives with his family in Massachusetts, USA. show more"
9780141341880,Review quote,The world has gone crazy for Jeff Kinney's Diary of a Wimpy Kid series * Sun * Kinney is right up there with J K Rowling as one of the bestselling children's authors on the planet * Independent * Hilarious! * Sunday Telegraph * The most hotly anticipated children's book of the year is here - Diary of a Wimpy Kid * The Big Issue * show more
9780141341880,About Jeff Kinney,"Jeff Kinney is a #1 New York Times bestselling author and a six-time Nickelodeon Kids' Choice Award winner for Favorite Book. Jeff has been named one of Time magazine's 100 Most Influential People in the World. He is also the creator of Poptropica, which was named one of Time magazine's 50 Best Websites. He spent his childhood in the Washington, D.C., area and moved to New England in 1995. Jeff lives with his wife and two sons in Massachusetts, where they own a bookstore, An Unlikely Story. show more"
9780141354217,About Jeff Kinney,"Jeff Kinney is a #1 New York Times bestselling author and a six-time Nickelodeon Kids' Choice Award winner for Favorite Book. Jeff has been named one of Time magazine's 100 Most Influential People in the World. He is also the creator of Poptropica, which was named one of Time magazine's 50 Best Websites. He spent his childhood in the Washington, D.C., area and moved to New England in 1995. Jeff lives with his wife and two sons in Massachusetts, where they own a bookstore, An Unlikely Story. show more"
9780141324913,Review Text,The world has gone crazy for Jeff Kinney's Diary of a Wimpy Kid series Sun show more
9780141324913,Review quote,The world has gone crazy for Jeff Kinney's Diary of a Wimpy Kid series * Sun * Kinney is right up there with J K Rowling as one of the bestselling children's authors on the planet * Independent * Hilarious! * Sunday Telegraph * The most hotly anticipated children's book of the year is here - Diary of a Wimpy Kid * The Big Issue * show more
9780141324913,About Jeff Kinney,"Jeff Kinney is a #1 New York Times bestselling author of the Diary of a Wimpy Kid series and the Awesome Friendly Kid series. He is a six-time Nickelodeon Kids' Choice Award winner for Favorite Book and has been named one of Time magazine's 100 Most Influential People in the World. He spent his childhood in the Washington, D.C., area and moved to New England, where he and his wife own a bookstore named An Unlikely Story. show more"
9780141365091,About Jeff Kinney,"Jeff Kinney is the #1 USA Today, New York Times, and Wall Street Journal bestselling author of the Diary of a Wimpy Kid series and a six-time Nickelodeon Kids' Choice Award winner for Favorite Book. Wrecking Ball, book 14, was published in November 2019, and was an instant #1 global bestseller. Diary of an Awesome Friendly Kid: Rowley Jefferson's Journal was published in April 2019, was an instant #1 global bestseller, and has remained at the top of the New York Times bestseller list since publication. Jeff has been named one of Time magazine's 100 Most Influential People in the World. He is also the creator of Poptropica, which was named one of Time's 50 Best Websites. He spent his childhood in the Washington, D.C., area and moved to New England in 1995. Jeff lives with his wife and two sons in Massachusetts, where they own a bookstore, An Unlikely Story. show more"
9780141373010,About JEFF KINNEY,"Jeff Kinney is a #1 New York Times bestselling author and a six-time Nickelodeon Kids' Choice Award winner for Favorite Book. Jeff has been named one of Time magazine's 100 Most Influential People in the World. He is also the creator of Poptropica, which was named one of Time magazine's 50 Best Websites. He spent his childhood in the Washington, D.C., area and moved to New England in 1995. Jeff lives with his wife and two sons in Massachusetts, where they own a bookstore, An Unlikely Story. Jeff Kinney is a #1 New York Times bestselling author and a six-time Nickelodeon Kids' Choice Award winner for Favorite Book. Jeff has been named one of Time magazine's 100 Most Influential People in the World. He is also the creator of Poptropica, which was named one of Time magazine's 50 Best Websites. He spent his childhood in the Washington, D.C., area and moved to New England in 1995. Jeff lives with his wife and two sons in Massachusetts, where they own a bookstore, An Unlikely Story. show more"
9781849158374,About Roger Priddy,"Roger Priddy's passion for educating children through fun, informative and engaging books has led him to create some of publishing's most enduring and successful non-fiction early learning books. Roger lives in London with his three children, who have been the inspiration behind many of his best publishing ideas. show more"
9781474945585,About Sam Taplin,"Sam Taplin grew up in a beautiful valley in Yorkshire, where he dreamed of being a writer, and after three years reading other people's books at university he started writing his own for Usborne. He's been doing it ever since. When he's not writing about lonely rabbits or inquisitive bears, he likes doing card tricks, writing songs and playing long games of chess by the fire. show more"
9781861473912,About Jane Wolfe,Jane Wolfe is an established children's author who loves creating books that are just as much fun to play with as they are to read. The Toy Box is well known for providing bright and lively illustrations for children's books. show more
9780746097793,About Felicity Brooks,"Felicity has worked for Usborne for over 30 years and has written and edited hundreds of titles, from books on tractors to genetics, from Shakespeare to mental health, and plenty of sparkly unicorns. Felicity is an expert in making tricky topics friendly and accessible to young children and recently has been writing books that celebrate feelings, friendship, empathy, families, and diversity. When she's not writing or researching very specific details on dinosaurs, Felicity can be found tramping through fields and forests foraging for food or just curled up with a bag of Twiglets, a couple of cats and a crossword. show more"
9781846167843,About Lauren Child,"Lauren Child MBE is a multi-award-winning author and Waterstones 2017-2019 Children's Laureate, whose books are known and loved the world over. She is the creator of many much-loved characters, including Charlie and Lola, Clarice Bean and Ruby Redfort. Since her first book was published in 1999, Lauren has sold over six million books in 19 languages worldwide. Her many awards include the prestigious Kate Greenaway Medal for I Will Not Ever Never Eat a Tomato, the Nestle Gold Book Award for That Pesky Rat and the Nestle Bronze Book Award for Beware of the Storybook Wolves. Lauren is a UNESCO Artist for Peace and a Trustee of the House of Illustration, and has an MBE for services to literature. She loves designing and making things and finds it exciting to see her drawings turned into objects. Other favourite things include the cinema, TV matinees, small Italian cars, handbags, cardigans, travelling and being picked up from the airport. show more"
9780862644956,Review Text,"""A vibrant introduction to some of the most common animals in a bright, easy-to-handle board book."" show more"
9780862644956,Review quote,"""Elmer is the perfect pre-school character - warm, friendly, reassuring and this is a lovely book to share with the very young."" -- Andrea Reece * Lovereading4Kids * ""A vibrant introduction to some of the most common animals in a bright, easy-to-handle board book."" -- Julia Eccleshare * SLA * show more"
9780862644956,About David McKee,"David McKee (1935 - 2022) was the creator of well-known characters including King Rollo, Mr Benn and Elmer the Patchwork Elephant, which is now published in more than 60 languages and has its own successful global merchandise programme. David was born in Devon and went to Plymouth Art College, where he had a traditional training. On leaving college he drew regularly for Punch, Reader's Digest, and The Times Educational Supplement. His drawings were influenced especially by Saul Steinberg and Andre Francois. In 2020 David won the British Book Awards Illustrator of the Year Award and BookTrust's Lifetime Achievement Award. show more"
9780747575368,About Frances Thomas,Frances Thomas lives in London and is the author of the wonderful SUPPOSING and MAYBE ONE DAY. Ross Collins lives in Glasgow where he works on his brilliant books for young readers. Ross has won a Scottish Arts Council Award for SUPPOSING and is an original and quirky voice in the world of children's books. show more
9780745965581,About Rebecca Elliott,"Rebecca Elliott is an author-illustrator who has won several awards and been nominated for the Kate Greenaway Medal. Her children, Toby, Clemmie and Benjy, often star in her books. Her website is www.rebeccaelliott.com show more"
9781444903959,Review quote,"The overwhelmingly cheerful Wibbly Pig has a devoted following among preschoolers * The Guardian * The perfect bedtime story for young children * Family Interest Magazine * This is one of those perfect picture books that are useful, as well as thoroughly entertaining * Mad About Books * The ideal bedtime read * The Glasgow Herald * This is a charmer for the very young * Newbury Weekly News * Who could resist Wibbly Pig? * Independent on Sunday * Will provoke thrilled squeals of recognition * The Observer * Both funny and observant about very young children * The Sunday Times * The perfect bedtime companion for young children. * Primary Times * A charming story, familiar characters and delightful illustrations will make this a favourite. * Prima Baby * ... funny and observant ... * The Sunday Times * An irresistible character. Wibbly Pig does things every toddler can relate to. A repetitive, large text, softly coloured pictures on a crisp white background and a pull-out page at hte end make this the idea bedtime read. * The Glasgow Herald * 'A charming story, familiar characters and delightful illustrations will make this a favourite.' * Prima Baby * show more"
9781444903959,About Mick Inkpen,"Mick Inkpen has been a bestselling children's author for over 25 years. He is one of today's most popular picture book author/illustrators and the famous creator of both Kipper and Wibbly Pig. Mick has won the Children's Book Award for Threadbear and the British Book Award twice, for Penguin Small and Lullabyhullaballoo. Kipper won a BAFTA for Best Animated Film. show more"
9780230747753,About Rod Campbell,"Rod Campbell has been writing and illustrating children's books for over thirty years. Best known for his classic lift-the-flap book, Dear Zoo, he is also the creator of the much-loved preschool character Buster. Ingeniously simple, with touches of gentle humour, Rod's books are loved by children, parents and teachers alike. show more"
9781447287896,About Julia Donaldson,"Julia Donaldson is the outrageously talented, prize-winning author of the world's best-loved picture books. She was the UK Children's Laureate 2011-13 and has been honoured with a CBE for Services to Literature. Her books include Toddle Waddle, What the Ladybird Heard and the modern classic The Gruffalo, which has sold over 13.5 million copies worldwide and has been translated into over sixty languages. Julia also writes fiction as well as poems, plays and songs and her brilliant live children's shows are always in demand. Julia and her husband Malcolm divide their time between Sussex and Edinburgh. Nick Sharratt is one of today's best-loved children's illustrators with close to 250 books to his name and a Nestle Gold Medal-win under his belt. His collaborations with Julia Donaldson include Chocolate Mousse for Greedy Goose, Goat Goes to Playgroup and Animal Music. In addition to his picture books, Nick also illustrates for older children too, most notably creating the illustrations for the stories of Jacqueline Wilson. Nick lives in Edinburgh. show more"
9781447267072,About Julia Donaldson,"Julia Donaldson is the outrageously talented, prize-winning author of the world's best-loved picture books, and was the 2011-2013 UK Children's Laureate. Her books include Room on the Broom, What the Ladybird Heard and the modern classic The Gruffalo, which has sold over 13.5 million copies worldwide and has been translated into over sixty languages. Julia also writes fiction as well as poems, plays and songs and her brilliant live children's shows are always in demand. Julia and her husband Malcolm divide their time between Sussex and Edinburgh. Axel Scheffler is a star illustrator whose instantly recognisable, warm and witty illustrations have achieved worldwide acclaim and numerous awards. In addition to his picture books, Axel is the illustrator of wonderful novelty and gift books for Macmillan, such as the bestselling The Bedtime Bear, The Tickle Book and Mother Goose's Nursery Rhymes. He also illustrates the popular Pip and Posy series. Born in Hamburg, Axel now lives with his family in London. show more"
9781447282525,Review Text,Very educational and encourage basic learning in addition to the usual imagination that is generated through reading. plutoniumsox.blogspot.co.uk show more
9781447282525,Review quote,"Very educational and encourage basic learning in addition to the usual imagination that is generated through reading. * plutoniumsox.blogspot.co.uk * Encourage your toddler to learn and explore with this lovely series. * Parents In Touch * The Early Starters series is the ideal way to teach little ones how to interact with the world around them, and an entertaining way to introduce them to the 'feel' of books and reading. * lep.co.uk * The Early Starters books showcase the characteristically ingenious use of first concepts, interactivity and gentle humour which have made Rod's books so loved by children, parents and teachers all over the world. * lilinhaangel.com * show more"
9781447282525,About Rod Campbell,"Rod Campbell has written and illustrated many innovative children's books including classic lift-the-flap book Dear Zoo, bestselling board book Oh Dear! and a series of titles featuring much-loved preschool character Buster. The Early Starters books showcase the characteristically ingenious use of first concepts, interactivity and gentle humour which have made Rod's books so loved by children, parents and teachers all over the world. Praise for Rod: 'the masterly creator of interactive books . . . Simplicity itself in terms of design and always full of delightful surprises, Rod Campbell's books are perfect as first introductions to concepts' -- Julia Eccleshare, Guardian Children's Books Editor show more"
